AssetID	AssetType	Type	Id	Depth	Name	DependencyType
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	304	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-home	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	305	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-innovative-structures	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	306	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-beautiful-architecture	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	307	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-power-of-cad	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	308	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-of-the-futur	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	309	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-under-the-hood	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	310	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-workstation-isv	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	311	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-performance-advisor	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	312	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-generative-design-autodesk	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	313	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-guru-studio	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	314	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hasraf-haz-dulull	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	315	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	316	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	317	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	318	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	319	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-2020	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	320	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-contact	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	321	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-ayers-saint-gross	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	322	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-internet-of-things	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	323	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-next-gen-office	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	324	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-remote-graphics	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	350	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	444	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture-new	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	351	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	741	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-end-user-new	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	740	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-itdm-new	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	352	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	739	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering-itdm-new	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	353	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-zbook-17	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	354	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-z4-z8	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	356	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-construction-technology-3D	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	358	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-inginery-big-data	NA
315	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	LandingPage	697	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-z-hp-reasons-engineeri	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	304	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-home	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	305	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-innovative-structures	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	306	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-beautiful-architecture	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	307	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-power-of-cad	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	308	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-of-the-futur	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	309	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-under-the-hood	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	310	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-workstation-isv	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	311	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-performance-advisor	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	312	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-generative-design-autodesk	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	313	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-guru-studio	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	314	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hasraf-haz-dulull	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	315	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	316	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	317	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	318	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	319	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-2020	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	320	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-contact	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	321	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-ayers-saint-gross	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	322	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-internet-of-things	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	323	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-next-gen-office	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	324	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-remote-graphics	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	350	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	444	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture-new	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	351	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	741	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-end-user-new	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	740	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-itdm-new	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	352	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	739	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering-itdm-new	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	353	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-zbook-17	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	354	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-z4-z8	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	356	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-construction-technology-3D	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	358	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-inginery-big-data	NA
316	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	LandingPage	697	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-z-hp-reasons-engineeri	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	304	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-home	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	305	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-innovative-structures	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	306	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-beautiful-architecture	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	307	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-power-of-cad	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	308	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-of-the-futur	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	309	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-under-the-hood	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	310	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-workstation-isv	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	311	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-performance-advisor	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	312	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-generative-design-autodesk	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	313	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-guru-studio	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	314	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hasraf-haz-dulull	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	315	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	316	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-machine-learning	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	317	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	318	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	319	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-2020	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	320	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-contact	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	321	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-ayers-saint-gross	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	322	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-internet-of-things	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	323	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-next-gen-office	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	324	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-remote-graphics	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	350	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	444	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-architecture-new	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	351	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	741	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-end-user-new	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	740	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-construction-itdm-new	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	352	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	739	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-z-hp-reasons-engineering-itdm-new	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	353	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-zbook-17	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	354	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-z4-z8	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	356	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-construction-technology-3D	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	358	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-inginery-big-data	NA
317	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-special-report	LandingPage	697	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-z-hp-reasons-engineeri	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	304	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-home	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	305	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-innovative-structures	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	306	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-beautiful-architecture	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	307	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-the-power-of-cad	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	308	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-workplace-of-the-futur	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	309	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-under-the-hood	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	310	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-workstation-isv	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	311	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hp-performance-advisor	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	312	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1_Awareness_Article_5816-workstations-generative-design-autodesk	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	313	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-guru-studio	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	314	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-hasraf-haz-dulull	NA
318	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-visualize-future	LandingPage	315	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-larson-darby-group	NA
