AssetID	AssetType	Type	Id	Depth	Name	DependencyType
1	Default Subscribe	EmailGroup	4	minimal	Testing Area	NA
1	Default Subscribe	EmailGroup	9	minimal	HP Global	NA
1	Default Subscribe	EmailGroup	13	minimal	NA	NA
1	Default Subscribe	EmailGroup	20	minimal	NA	NA
1	Default Subscribe	EmailGroup	21	minimal	NA	NA
1	Default Subscribe	EmailGroup	22	minimal	NA	NA
1	Default Subscribe	EmailGroup	25	minimal	NA	NA
1	Default Subscribe	EmailGroup	27	minimal	NA	NA
1	Default Subscribe	EmailGroup	29	minimal	NA	NA
2	Default Subscribe	EmailGroup	28	minimal	HP Sales	NA
3	Default Unsubscribe	EmailGroup	4	minimal	Testing Area	NA
3	Default Unsubscribe	EmailGroup	9	minimal	HP Global	NA
3	Default Unsubscribe	EmailGroup	13	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	20	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	21	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	22	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	25	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	27	minimal	NA	NA
3	Default Unsubscribe	EmailGroup	28	minimal	HP Sales	NA
5	Default Form Submit	Form	2497	minimal	US-FY21-PRINT16494-134_Search Pan Print NA US Q421 Paid Search	NA
7	Default Registration	NA	NA	NA	NA	NA
8	Default Redirect to Website	NA	NA	NA	NA	NA
12	SYSTEM - User Access Page	NA	NA	NA	NA	NA
13	SYSTEM - Landing Page Template	NA	NA	NA	NA	NA
15	SYSTEM - Naming Convention Tool	NA	NA	NA	NA	NA
17	[Backup] - SYSTEM - Unsubscribe Page	NA	NA	NA	NA	NA
18	[Backup] - SYSTEM - Unsubscribe TY Page	NA	NA	NA	NA	NA
21	SYSTEM - Double OptIn Email Confirmation Page	ContactFilter	100271	minimal	Filter Criteria 1	NA
24	US Print - Hand-Raiser Confirmation	NA	NA	NA	NA	NA
26	SYSTEM - Landing Page Code Generator	NA	NA	NA	NA	NA
32	[TEST]SYSTEM - Landing Page Code Generator	NA	NA	NA	NA	NA
33	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700	NA	NA	NA	NA	NA
35	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-computerbeveiligin	NA	NA	NA	NA	NA
36	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-desk-productivity-booster	NA	NA	NA	NA	NA
37	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-hp-services-nl	NA	NA	NA	NA	NA
38	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-individuen-nl	NA	NA	NA	NA	NA
39	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-meeting-rooms-nl	NA	NA	NA	NA	NA
40	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-mobile-print-solutions-nl	NA	NA	NA	NA	NA
42	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-persoonlijk-nl	NA	NA	NA	NA	NA
43	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-printbeveiliging-nl	NA	NA	NA	NA	NA
50	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-computerbeveiligin-fr	NA	NA	NA	NA	NA
51	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-3Dprinting-fr	NA	NA	NA	NA	NA
52	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-3Dprinting-en	Email	584	minimal	EM-other_BE_PRINT_BE-Q320-PRINT6678-1_T2_Awareness-5811	NA
52	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-3Dprinting-en	Email	6187	minimal	EM_nurture_NEHQ-FY21-PRINT16503-8_T3___Awareness_apollo-send1-1539-en-be	NA
54	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-home-en	NA	NA	NA	NA	NA
55	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-desk-productivity-booster-fr	NA	NA	NA	NA	NA
56	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-desk-productivity-booster-en	NA	NA	NA	NA	NA
57	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-hp-services-fr	NA	NA	NA	NA	NA
59	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-individuen-fr	NA	NA	NA	NA	NA
60	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-individuen-en	Email	582	minimal	EM-_BE_PS_BE-Q320-PS6633-1_T3_Awareness-5811	NA
61	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-meeting-rooms-fr	NA	NA	NA	NA	NA
62	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-meeting-rooms-en	NA	NA	NA	NA	NA
63	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-mobile-print-solutions-fr	NA	NA	NA	NA	NA
64	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-mobile-print-solutions-en	Email	585	minimal	EM-other_BE_PRINT_BE-Q320-PRINT6678-1_T3_Awareness-5811	NA
65	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-innovatief-fr	NA	NA	NA	NA	NA
66	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-innovatief-en	Email	583	minimal	EM-TY_BE_PRINT_BE-Q320-PRINT6678-1_T1_Awareness-5811	NA
67	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-persoonlijk-fr	NA	NA	NA	NA	NA
68	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-persoonlijk-en	NA	NA	NA	NA	NA
69	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-printbeveiliging-fr	NA	NA	NA	NA	NA
70	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-printbeveiliging-en	Email	585	minimal	EM-other_BE_PRINT_BE-Q320-PRINT6678-1_T3_Awareness-5811	NA
71	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-value-of-paper-fr	NA	NA	NA	NA	NA
72	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-value-of-paper-en	NA	NA	NA	NA	NA
73	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-veilig-fr	NA	NA	NA	NA	NA
74	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-veilig-en	NA	NA	NA	NA	NA
75	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verantwoordelijk-fr	NA	NA	NA	NA	NA
76	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verantwoordelijk-en	Email	583	minimal	EM-TY_BE_PRINT_BE-Q320-PRINT6678-1_T1_Awareness-5811	NA
76	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verantwoordelijk-en	Email	584	minimal	EM-other_BE_PRINT_BE-Q320-PRINT6678-1_T2_Awareness-5811	NA
76	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verantwoordelijk-en	Email	581	minimal	EM-_BE_PS_BE-Q320-PS6633-1_T2_Awareness-5811	NA
77	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verbonden-fr	NA	NA	NA	NA	NA
78	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-verbonden-en	NA	NA	NA	NA	NA
79	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-vr-solutions-fr	NA	NA	NA	NA	NA
80	LP_REG_BE_PS_BE-Q220-PS6635-10_T1_Awareness_Article-5700-ootf-vr-solutions-en	Email	581	minimal	EM-_BE_PS_BE-Q320-PS6633-1_T2_Awareness-5811	NA
81	LP_Lead_Generation_Test	NA	NA	NA	NA	NA
82	LP_MKT_Code-Generator-Test	NA	NA	NA	NA	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	333	minimal	EM_US_GM_US-Q120-GM1838-11_T1_C-Suite_USPublicSectorHIED-Learning_in_Three_Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	334	minimal	EM_US_GM_US-Q120-GM1838-11_T1_Resend_C-Suite_USPublicSectorHIED-Learning_in_Three_Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	332	minimal	EM_US_GM_US-Q120-GM1838-11_T1_2ndResend_C-Suite_USPublicSectorHIED-Learning_in_Three_Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	335	minimal	EM_US_GM_US-Q120-GM1838-11_T2_C-Suite-Report-on-the-EDUCAUSE	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	336	minimal	EM_US_GM_US-Q120-GM1838-11_T2_Resend_C-Suite-Report-on-the-EDUCAUSE	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	339	minimal	EM_US_GM_US-Q120-GM1838-11_T4_C-Suite-Welcome-to-the-Campus-of-Future	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	337	minimal	EM_US_GM_US-Q120-GM1838-11_T3_C-Suite_Resend-AI-Higher-Educational-Experience	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	338	minimal	EM_US_GM_US-Q120-GM1838-11_T3_C-Suite-AI-Higher-Educational-Experience	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	340	minimal	EM_US_GM_US-Q120-GM1838-11_T4_Resend_C-Suite-Welcome-to-the-Campus-of-Future	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	341	minimal	EM_US_GM_US-Q120-GM1838-11_T5_C-Suite-Building-the-Campus-of-Future	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	342	minimal	EM_US_GM_US-Q120-GM1838-11_T5_Resend_C-Suite-Building-the-Campus-of-Future	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	343	minimal	EM_US_GM_US-Q120-GM1838-11_T6_C-Suite-Create-Beaktrhough-Experiences	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	344	minimal	EM_US_GM_US-Q120-GM1838-11_T6_Resend_C-Suite-Create-Beaktrhough-Experiences	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	346	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T1_Awareness_ITDMUSPublicSectorHIED-Learningin3Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	347	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T1_Resend_Awareness_ITDMUSPublicSectorHIED-Learningin3Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	345	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T1_2ndResend_Awareness_ITDMUSPublicSectorHIED-Learningin3Dimensions	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	348	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T2_Awareness_ITDM-Report-on-the-EDUCAUSE	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	349	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T2_Resend_Awareness_ITDM-Report-on-the-EDUCAUSE	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	350	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T3_Awareness_ITDM-AI-Higher-Educational-Experience	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Email	351	minimal	EM_EM_US_GM_US-Q120-GM1838-11_T3_Resend_Awareness_ITDM-AI-Higher-Educational-Experience	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Campaign	80879	minimal	PS_US_GM_US-Q120-GM1838-11_HIEd-C-Suite	NA
83	LP_MKT_US_GM_US-Q120-GM1838-11_T1_Awareness_Contact-Us-HIEd	Campaign	80880	minimal	MC_US_GM_US-Q120-GM1838-11_Nurture_HIEd-Education-ITDM	NA
84	LP_MKT_GSB_WWHQ-Q220-GSB3475-2_T1_Consideration_Article_5720-Virtual-Booth-iframe-decor	NA	NA	NA	NA	NA
85	LP_MKT_GSB_WWHQ-Q220-GSB3475-2_T1_Consideration_Article_5720-Virtual-Booth-iframe-cookbooks	NA	NA	NA	NA	NA
86	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments	NA	NA	NA	NA	NA
87	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments-side-stepping-injury	Email	628	minimal	EM_TY_SE_PS_SE-Q320-PS6633-1_T1_Awareness-5811	NA
88	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-the-future-is-wiser	Email	631	minimal	EM_TY_SE_PRINT_SE-Q320-PRINT6678-1_T1_Awareness-5811	NA
89	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments-warp-factor-10	Email	631	minimal	EM_TY_SE_PRINT_SE-Q320-PRINT6678-1_T1_Awareness-5811	NA
90	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments-craft-without-co	Email	631	minimal	EM_TY_SE_PRINT_SE-Q320-PRINT6678-1_T1_Awareness-5811	NA
92	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments-record-speeds	Email	628	minimal	EM_TY_SE_PS_SE-Q320-PS6633-1_T1_Awareness-5811	NA
93	LP_REG_US_PS_US-Q320-PS1920-31_T1_Consideration_MasterPage_Retail	NA	NA	NA	NA	NA
94	LP_REG_US_PS_US-Q320-PS1920-31_T1_Consideration_MasterPage_RetailTY	Form	716	minimal	FM_VF_US_PS_US-Q320-PS1920-31_Retailhpcom::Redirect to Webpage	NA
94	LP_REG_US_PS_US-Q320-PS1920-31_T1_Consideration_MasterPage_RetailTY	Form	958	minimal	FM_VF_PS_LAHQ-Q320-PS1921-1_WFH::Redirect to Webpage	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
95	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
96	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5757-moments-matters-of-new-life-a-se	Email	628	minimal	EM_TY_SE_PS_SE-Q320-PS6633-1_T1_Awareness-5811	NA
97	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-home	NA	NA	NA	NA	NA
98	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-side-stepping-injury-en	NA	NA	NA	NA	NA
99	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-birds-of-a-feather-en	NA	NA	NA	NA	NA
100	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-speed	Email	580	minimal	EM-_BE_PS_BE-Q320-PS6633-1_T1_Awareness-5811	NA
100	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-speed	Email	581	minimal	EM-_BE_PS_BE-Q320-PS6633-1_T2_Awareness-5811	NA
101	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-the-future-is-wiser-en	NA	NA	NA	NA	NA
102	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-tackling-a-mammoth-problem-en	NA	NA	NA	NA	NA
103	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-warp-factor-10-en	NA	NA	NA	NA	NA
106	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-remote-work-wake-up-call-en	NA	NA	NA	NA	NA
108	LP_MKT_PRINT_NEHQ-Q220-PRINT6678-1_T1_Awareness_Article-5686-moments-3dprinting-en	NA	NA	NA	NA	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	Email	416	minimal	EM_NL_PS_ES-Q320-PS6639-3_T1_Awareness_ES-WorkstationsEDM-5760-architecture	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
109	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	Email	416	minimal	EM_NL_PS_ES-Q320-PS6639-3_T1_Awareness_ES-WorkstationsEDM-5760-architecture	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
110	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	Email	416	minimal	EM_NL_PS_ES-Q320-PS6639-3_T1_Awareness_ES-WorkstationsEDM-5760-architecture	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
111	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	Email	416	minimal	EM_NL_PS_ES-Q320-PS6639-3_T1_Awareness_ES-WorkstationsEDM-5760-architecture	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	355	minimal	LP_MKT_FR_PS_FR-Q120-PS6639-3_T1___Awareness_Article_5816-workstations-architecture-modelling-4D	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
112	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	683	minimal	LP_MKT_PS_PSES-Q320-PS6639-3_T1___Awareness_Product_zbook-studio-workstations-arc-eu	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	95	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-home	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	109	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-4dModelling	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	110	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-daniel-libeskind	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	111	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-z2mini	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	112	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-zbook15	NA
113	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	LandingPage	113	minimal	LP_REG_PS_ES-Q320-PS6639-3_T1___Awareness_Article_5755-hp-reasons-architecture-eu	NA
